Survived,Pclass,Title,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked
1,3,Miss,1,22.0,0,0,7.775,,S
0,1,Mr,0,62.0,0,0,26.55,,S
1,1,Nobility,1,48.0,1,0,39.6,A,C
0,1,Mr,0,,0,0,227.525,,C
1,1,Mrs,1,39.0,1,1,79.65,E,S
1,3,Mrs,1,36.0,1,0,17.4,,S
0,3,Mr,0,,0,0,7.75,,Q
0,3,Mr,0,40.0,0,0,7.8958,,S
0,2,Mr,0,28.0,0,0,13.5,,S
0,3,Mr,0,,0,0,8.05,,S
0,3,Miss,1,,0,0,8.05,,S
0,3,Mr,0,24.0,2,0,24.15,,S
0,3,Mr,0,19.0,0,0,7.8958,,S
0,3,Mrs,1,29.0,0,4,21.075,,S
0,3,Mr,0,,0,0,7.2292,,C
1,3,Mr,0,32.0,0,0,7.8542,,S
1,2,Mr,0,62.0,0,0,10.5,,S
1,1,Mrs,1,53.0,2,0,51.4792,C,S
1,1,Mr,0,36.0,0,0,26.3875,E,S
1,3,Miss,1,,0,0,7.75,,Q
0,3,Mr,0,16.0,0,0,8.05,,S
0,3,Mr,0,19.0,0,0,14.5,,S
1,2,Miss,1,34.0,0,0,13.0,,S
1,1,Mrs,1,39.0,1,0,55.9,E,S
0,3,Mrs,1,,1,0,14.4583,,C
1,3,Mr,0,32.0,0,0,7.925,,S
1,2,Miss,1,25.0,1,1,30.0,,S
1,1,Mrs,1,39.0,1,1,110.8833,C,C
0,2,Mr,0,54.0,0,0,26.0,,S
0,1,Mr,0,36.0,0,0,40.125,A,C
0,3,Mr,0,,0,0,8.7125,,C
1,1,Miss,1,18.0,0,2,79.65,E,S
0,2,Mr,0,47.0,0,0,15.0,,S
1,1,Mr,0,60.0,1,1,79.2,B,C
0,3,Mr,0,22.0,0,0,8.05,,S
0,3,Mr,0,,0,0,8.05,,S
0,3,Mr,0,35.0,0,0,7.125,,S
1,1,Mrs,1,52.0,1,0,78.2667,D,C
0,3,Mr,0,47.0,0,0,7.25,,S
0,3,Miss,1,,0,2,7.75,,Q
0,2,Mr,0,37.0,1,0,26.0,,S
0,3,Mr,0,36.0,1,1,24.15,,S
1,2,Miss,1,,0,0,33.0,,S
0,3,Mr,0,49.0,0,0,0.0,,S
0,3,Mr,0,,0,0,7.225,,C
1,1,Nobility,0,49.0,1,0,56.9292,A,C
1,2,Mrs,1,24.0,2,1,27.0,,S
0,3,Mr,0,,0,0,7.8958,,S
0,1,Mr,0,,0,0,42.4,,S
0,3,Mr,0,44.0,0,0,8.05,,S
1,1,Mr,0,35.0,0,0,26.55,,C
0,3,Mr,0,36.0,1,0,15.55,,S
0,3,Mr,0,30.0,0,0,7.8958,,S
1,1,Mr,0,27.0,0,0,30.5,,S
1,2,Mrs,1,22.0,1,2,41.5792,,C
1,1,Miss,1,40.0,0,0,153.4625,C,S
0,3,Mrs,1,39.0,1,5,31.275,,S
0,3,Mr,0,,0,0,7.05,,S
1,3,Miss,1,,1,0,15.5,,Q
0,3,Mr,0,,0,0,7.75,,Q
0,3,Mr,0,35.0,0,0,8.05,,S
1,2,Miss,1,24.0,1,2,65.0,,S
0,3,Mr,0,34.0,1,1,14.4,,S
0,3,Mrs,1,26.0,1,0,16.1,,S
1,2,Miss,1,4.0,2,1,39.0,F,S
0,2,Mr,0,26.0,0,0,10.5,,S
0,3,Mr,0,27.0,1,0,14.4542,,C
1,1,Mr,0,42.0,1,0,52.5542,D,S
1,3,Mr,0,20.0,1,1,15.7417,,C
0,3,Mr,0,21.0,0,0,7.8542,,S
0,3,Mr,0,21.0,0,0,16.1,,S
0,1,Mr,0,61.0,0,0,32.3208,D,S
0,2,Rev,0,57.0,0,0,12.35,,Q
1,1,Miss,1,21.0,0,0,77.9583,D,S
0,3,Mr,0,26.0,0,0,7.8958,,S
0,3,Mr,0,,0,0,7.7333,,Q
1,1,Mr,0,80.0,0,0,30.0,A,S
0,3,Mr,0,51.0,0,0,7.0542,,S
1,1,Dr,0,32.0,0,0,30.5,B,C
0,1,Mr,0,,0,0,0.0,,S
0,3,Miss,1,9.0,3,2,27.9,,S
1,2,Miss,1,28.0,0,0,13.0,,S
0,3,Mr,0,32.0,0,0,7.925,,S
0,2,Mr,0,31.0,1,1,26.25,,S
0,3,Mrs,1,41.0,0,5,39.6875,,S
0,3,Mr,0,,1,0,16.1,,S
0,3,Mr,0,20.0,0,0,7.8542,,S
1,1,Miss,1,24.0,0,0,69.3,B,C
0,3,Miss,1,2.0,3,2,27.9,,S
1,3,Mr,0,,0,0,56.4958,,S
1,3,Miss,1,0.75,2,1,19.2583,,C
1,1,Mr,0,48.0,1,0,76.7292,D,C
0,3,Mr,0,19.0,0,0,7.8958,,S
1,1,Military,0,56.0,0,0,35.5,A,C
0,3,Mr,0,,0,0,7.55,,S
1,3,Miss,1,23.0,0,0,7.55,,S
0,3,Mr,0,,0,0,7.8958,,S
1,2,Miss,1,18.0,0,1,23.0,,S
0,3,Mr,0,21.0,0,0,8.4333,,S
1,3,Miss,1,,0,0,7.8292,,Q
0,3,Miss,1,18.0,0,0,6.75,,Q
0,2,Mr,0,24.0,2,0,73.5,,S
0,3,Mr,0,,0,0,7.8958,,S
0,3,Mrs,1,32.0,1,1,15.5,,Q
0,2,Mr,0,23.0,0,0,13.0,,S
0,1,Mr,0,58.0,0,2,113.275,D,C
1,1,Dr,0,50.0,2,0,133.65,,S
0,3,Mr,0,40.0,0,0,7.225,,C
0,1,Mr,0,47.0,0,0,25.5875,E,S
0,3,Mr,0,36.0,0,0,7.4958,,S
1,3,Mr,0,20.0,1,0,7.925,,S
0,2,Mr,0,32.0,2,0,73.5,,S
0,2,Mr,0,25.0,0,0,13.0,,S
0,3,Mr,0,,0,0,7.775,,S
0,3,Mr,0,43.0,0,0,8.05,,S
1,1,Mrs,1,,1,0,52.0,C,S
1,2,Mrs,1,40.0,1,1,39.0,,S
0,1,Mr,0,31.0,1,0,52.0,B,S
0,2,Mr,0,70.0,0,0,10.5,,S
1,2,Mr,0,31.0,0,0,13.0,,S
0,2,Mr,0,,0,0,0.0,,S
0,3,Mr,0,18.0,0,0,7.775,,S
0,3,Mr,0,24.5,0,0,8.05,,S
1,3,Miss,1,18.0,0,0,9.8417,,S
0,3,Mrs,1,43.0,1,6,46.9,,S
1,1,Mr,0,36.0,0,1,512.3292,B,C
0,3,Miss,1,,0,0,8.1375,,Q
1,1,Mr,0,27.0,0,0,76.7292,D,C
0,3,Mr,0,20.0,0,0,9.225,,S
0,3,Mr,0,14.0,5,2,46.9,,S
0,2,Mr,0,60.0,1,1,39.0,,S
0,2,Mr,0,25.0,1,2,41.5792,,C
0,3,Mr,0,14.0,4,1,39.6875,,S
0,3,Mr,0,19.0,0,0,10.1708,,S
0,3,Mr,0,18.0,0,0,7.7958,,S
1,1,Miss,1,15.0,0,1,211.3375,B,S
1,1,Mr,0,31.0,1,0,57.0,B,S
1,3,Miss,1,4.0,0,1,13.4167,,C
1,3,Mr,0,,0,0,56.4958,,S
0,3,Mr,0,25.0,0,0,7.225,,C
0,1,Military,0,60.0,0,0,26.55,,S
0,2,Mr,0,52.0,0,0,13.5,,S
0,3,Mr,0,44.0,0,0,8.05,,S
1,3,Miss,1,,0,0,7.7333,,Q
0,1,Mr,0,49.0,1,1,110.8833,C,C
0,3,Mr,0,42.0,0,0,7.65,F,S
1,1,Mrs,1,18.0,1,0,227.525,C,C
1,1,Mr,0,35.0,0,0,26.2875,E,S
0,3,Miss,1,18.0,0,1,14.4542,,C
0,3,Mr,0,25.0,0,0,7.7417,,Q
0,3,Mr,0,26.0,1,0,7.8542,,S
0,2,Mr,0,39.0,0,0,26.0,,S
1,2,Mrs,1,45.0,0,0,13.5,,S
1,1,Mr,0,42.0,0,0,26.2875,E,S
1,1,Miss,1,22.0,0,0,151.55,,S
1,3,Master,0,,1,1,15.2458,,C
1,1,Miss,1,24.0,0,0,49.5042,C,C
0,1,Mr,0,,0,0,26.55,C,S
1,1,Mr,0,48.0,1,0,52.0,C,S
0,3,Mr,0,29.0,0,0,9.4833,,S
0,2,Mr,0,52.0,0,0,13.0,,S
0,3,Mr,0,19.0,0,0,7.65,F,S
1,1,Miss,1,38.0,0,0,227.525,C,C
1,2,Miss,1,27.0,0,0,10.5,E,S
0,3,Mr,0,,0,0,15.5,,Q
0,3,Mr,0,33.0,0,0,7.775,,S
1,2,Miss,1,6.0,0,1,33.0,,S
0,3,Mr,0,17.0,1,0,7.0542,,S
0,2,Mr,0,34.0,0,0,13.0,,S
0,2,Mr,0,50.0,0,0,13.0,,S
1,1,Mr,0,27.0,1,0,53.1,E,S
0,3,Mr,0,20.0,0,0,8.6625,,S
1,2,Mrs,1,30.0,3,0,21.0,,S
1,3,Miss,1,,0,0,7.7375,,Q
0,2,Mr,0,25.0,1,0,26.0,,S
0,3,Miss,1,25.0,1,0,7.925,,S
1,1,Miss,1,29.0,0,0,211.3375,B,S
0,3,Mr,0,11.0,0,0,18.7875,,C
0,2,Mr,0,,0,0,0.0,,S
0,2,Mr,0,23.0,0,0,13.0,,S
0,2,Mr,0,23.0,0,0,13.0,,S
0,3,Mr,0,28.5,0,0,16.1,,S
0,3,Mrs,1,48.0,1,3,34.375,,S
1,1,Mr,0,35.0,0,0,512.3292,B,C
0,3,Mr,0,,0,0,7.8958,,S
0,3,Mr,0,,0,0,7.8958,,S
1,1,Mr,0,,0,0,30.0,D,S
0,1,Mr,0,36.0,1,0,78.85,C,S
1,1,Miss,1,21.0,2,2,262.375,B,C
0,3,Mr,0,24.0,1,0,16.1,,S
1,3,Mr,0,31.0,0,0,7.925,,S
0,1,Military,0,70.0,1,1,71.0,B,S
0,3,Mr,0,16.0,1,1,20.25,,S
1,2,Miss,1,30.0,0,0,13.0,,S
0,1,Mr,0,19.0,1,0,53.1,D,S
0,3,Mr,0,31.0,0,0,7.75,,Q
1,2,Miss,1,4.0,1,1,23.0,,S
1,3,Master,0,6.0,0,1,12.475,E,S
0,3,Mr,0,33.0,0,0,9.5,,S
0,3,Mr,0,23.0,0,0,7.8958,,S
1,2,Mrs,1,48.0,1,2,65.0,,S
1,2,Master,0,0.67,1,1,14.5,,S
0,3,Mr,0,28.0,0,0,7.7958,,S
0,2,Mr,0,18.0,0,0,11.5,,S
0,3,Mr,0,34.0,0,0,8.05,,S
1,1,Nobility,1,33.0,0,0,86.5,B,S
0,3,Mr,0,,0,0,14.5,,S
0,3,Mr,0,41.0,0,0,7.125,,S
1,3,Mr,0,20.0,0,0,7.2292,,C
1,1,Mrs,1,36.0,1,2,120.0,B,S
0,3,Mr,0,16.0,0,0,7.775,,S
1,1,Mrs,1,51.0,1,0,77.9583,D,S
0,1,Dr,0,,0,0,39.6,,C
0,3,Miss,1,30.5,0,0,7.75,,Q
0,3,Mr,0,,1,0,24.15,,Q
0,3,Mr,0,32.0,0,0,8.3625,,S
0,3,Mr,0,24.0,0,0,9.5,,S
0,3,Mr,0,48.0,0,0,7.8542,,S
0,2,Mrs,1,57.0,0,0,10.5,E,S
0,3,Mr,0,,0,0,7.225,,C
1,2,Mrs,1,54.0,1,3,23.0,,S
0,3,Mr,0,18.0,0,0,7.75,,S
0,3,Mr,0,,0,0,7.75,F,Q
1,3,Miss,1,5.0,0,0,12.475,,S
0,3,Mr,0,,0,0,7.7375,,Q
1,1,Mrs,1,43.0,0,1,211.3375,B,S
1,3,Miss,1,13.0,0,0,7.2292,,C
1,1,Mrs,1,17.0,1,0,57.0,B,S
0,1,Mr,0,29.0,0,0,30.0,D,S
0,3,Mr,0,,1,2,23.45,,S
0,3,Mr,0,25.0,0,0,7.05,,S
0,3,Mr,0,25.0,0,0,7.25,,S
1,3,Miss,1,18.0,0,0,7.4958,,S
0,3,Master,0,8.0,4,1,29.125,,Q
1,3,Master,0,1.0,1,2,20.575,,S
0,1,Mr,0,46.0,0,0,79.2,B,C
0,3,Mr,0,,0,0,7.75,,Q
0,2,Mr,0,16.0,0,0,26.0,,S
0,3,Miss,1,,8,2,69.55,,S
0,1,Mr,0,,0,0,30.6958,,C
0,3,Mr,0,25.0,0,0,7.8958,,S
0,2,Mr,0,39.0,0,0,13.0,,S
1,1,Dr,1,49.0,0,0,25.9292,D,S
1,3,Mrs,1,31.0,0,0,8.6833,,S
0,3,Mr,0,30.0,0,0,7.2292,,C
0,3,Mrs,1,30.0,1,1,24.15,,S
0,2,Mr,0,34.0,0,0,13.0,,S
1,2,Mrs,1,31.0,1,1,26.25,,S
1,1,Master,0,11.0,1,2,120.0,B,S
1,3,Master,0,0.42,0,1,8.5167,,C
1,3,Mr,0,27.0,0,0,6.975,,S
0,3,Mr,0,31.0,0,0,7.775,,S
0,1,Mr,0,39.0,0,0,0.0,A,S
0,3,Miss,1,18.0,0,0,7.775,,S
0,2,Mr,0,39.0,0,0,13.0,,S
1,1,Mrs,1,33.0,1,0,53.1,E,S
0,3,Mr,0,26.0,0,0,7.8875,,S
0,3,Mr,0,39.0,0,0,24.15,,S
0,2,Mr,0,35.0,0,0,10.5,,S
0,3,Miss,1,6.0,4,2,31.275,,S
0,3,Mr,0,30.5,0,0,8.05,,S
0,1,Mr,0,,0,0,0.0,B,S
0,3,Miss,1,23.0,0,0,7.925,,S
0,2,Mr,0,31.0,1,1,37.0042,,C
0,3,Mr,0,43.0,0,0,6.45,,S
0,3,Master,0,10.0,3,2,27.9,,S
1,1,Mrs,1,52.0,1,1,93.5,B,S
1,3,Mr,0,27.0,0,0,8.6625,,S
0,1,Nobility,0,38.0,0,0,0.0,,S
1,3,Mrs,1,27.0,0,1,12.475,E,S
0,3,Master,0,2.0,4,1,39.6875,,S
0,3,Mr,0,,0,0,6.95,,Q
0,3,Mr,0,,0,0,56.4958,,S
1,2,Master,0,1.0,0,2,37.0042,,C
1,3,Mr,0,,0,0,7.75,,Q
1,1,Mrs,1,62.0,0,0,80.0,B,
1,3,Mrs,1,15.0,1,0,14.4542,,C
1,2,Master,0,0.83,1,1,18.75,,S
0,3,Mr,0,,0,0,7.2292,,C
0,3,Mr,0,23.0,0,0,7.8542,,S
0,3,Mr,0,18.0,0,0,8.3,,S
1,1,Miss,1,39.0,1,1,83.1583,E,C
0,3,Mr,0,21.0,0,0,8.6625,,S
0,3,Mr,0,,0,0,8.05,,S
1,3,Mr,0,32.0,0,0,56.4958,,S
1,1,Mr,0,,0,0,29.7,C,C
0,3,Mr,0,20.0,0,0,7.925,,S
0,2,Mr,0,16.0,0,0,10.5,,S
1,1,Miss,1,30.0,0,0,31.0,,C
0,3,Mr,0,34.5,0,0,6.4375,,C
0,3,Mr,0,17.0,0,0,8.6625,,S
0,3,Mr,0,42.0,0,0,7.55,,S
0,3,Mr,0,,8,2,69.55,,S
0,3,Mr,0,35.0,0,0,7.8958,,C
0,2,Rev,0,28.0,0,1,33.0,,S
1,1,Mrs,1,,1,0,89.1042,C,C
0,3,Master,0,4.0,4,2,31.275,,S
0,3,Mr,0,74.0,0,0,7.775,,S
0,3,Miss,1,9.0,1,1,15.2458,,C
1,1,Miss,1,16.0,0,1,39.4,D,S
0,2,Mrs,1,44.0,1,0,26.0,,S
1,3,Mrs,1,18.0,0,1,9.35,,S
1,1,Mrs,1,45.0,1,1,164.8667,,S
1,1,Mr,0,51.0,0,0,26.55,E,S
1,3,Mrs,1,24.0,0,3,19.2583,,C
0,3,Mr,0,,0,0,7.2292,,C
0,3,Mr,0,41.0,2,0,14.1083,,S
0,2,Mr,0,21.0,1,0,11.5,,S
1,1,Mrs,1,48.0,0,0,25.9292,D,S
0,3,Miss,1,,8,2,69.55,,S
0,2,Mr,0,24.0,0,0,13.0,,S
1,2,Mrs,1,42.0,0,0,13.0,,S
1,2,Miss,1,27.0,1,0,13.8583,,C
0,1,Mr,0,31.0,0,0,50.4958,A,S
0,3,Mr,0,,0,0,9.5,,S
1,3,Master,0,4.0,1,1,11.1333,,S
0,3,Mr,0,26.0,0,0,7.8958,,S
1,1,Mrs,1,47.0,1,1,52.5542,D,S
0,1,Mr,0,33.0,0,0,5.0,B,S
0,3,Mr,0,47.0,0,0,9.0,,S
1,2,Mrs,1,28.0,1,0,24.0,,C
1,3,Miss,1,15.0,0,0,7.225,,C
0,3,Mr,0,20.0,0,0,9.8458,,S
0,3,Mr,0,19.0,0,0,7.8958,,S
0,3,Mr,0,,0,0,7.8958,,S
1,1,Mrs,1,56.0,0,1,83.1583,C,C
1,2,Mrs,1,25.0,0,1,26.0,,S
0,3,Mr,0,33.0,0,0,7.8958,,S
0,3,Miss,1,22.0,0,0,10.5167,,S
0,2,Mr,0,28.0,0,0,10.5,,S
0,3,Mr,0,25.0,0,0,7.05,,S
0,3,Mrs,1,39.0,0,5,29.125,,Q
0,2,Rev,0,27.0,0,0,13.0,,S
1,1,Miss,1,19.0,0,0,30.0,B,S
0,3,Miss,1,,1,2,23.45,,S
1,1,Mr,0,26.0,0,0,30.0,C,C
0,3,Mr,0,32.0,0,0,7.75,,Q
