age,workclass,education,education-num,marital-status,occupation,relationship,race,capital-gain,capital-loss,hours-per-week,native-country,label,pa
,Private,Some-college,10.0,Divorced,Other-service,Unmarried,White,0.0,0.0,42.0,France,0,0
25.0,Private,Bachelors,13.0,Never-married,Sales,Not-in-family,White,0.0,0.0,40.0,United-States,0,0
,Private,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,Black,0.0,0.0,40.0,United-States,0,1
19.0,,Some-college,10.0,Never-married,Protective-serv,Own-child,White,0.0,0.0,8.0,United-States,0,1
43.0,Private,Some-college,10.0,Married-civ-spouse,,Husband,White,0.0,0.0,,United-States,0,1
47.0,Local-gov,HS-grad,9.0,Separated,Adm-clerical,Unmarried,Black,,0.0,40.0,,0,0
39.0,Private,HS-grad,9.0,Divorced,Other-service,Unmarried,White,,0.0,40.0,United-States,0,0
49.0,Private,Assoc-voc,11.0,,Handlers-cleaners,Unmarried,,0.0,,42.0,United-States,0,1
53.0,,5th-6th,3.0,Widowed,,Unmarried,Black,0.0,0.0,30.0,United-States,0,0
32.0,Private,Assoc-voc,11.0,,Craft-repair,Not-in-family,White,0.0,0.0,45.0,United-States,0,1
34.0,Private,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,,0.0,50.0,United-States,1,1
,Private,HS-grad,9.0,Divorced,Craft-repair,,White,0.0,0.0,,United-States,0,1
57.0,,Assoc-voc,,Widowed,,Unmarried,White,0.0,0.0,,United-States,0,0
25.0,Private,Some-college,10.0,Never-married,,,Amer-Indian-Eskimo,0.0,0.0,20.0,United-States,0,0
20.0,,,,Never-married,,Own-child,White,0.0,0.0,24.0,United-States,0,1
21.0,,Some-college,,Never-married,,Unmarried,White,0.0,0.0,,United-States,0,0
34.0,Private,Bachelors,13.0,Married-civ-spouse,,Husband,White,0.0,0.0,50.0,United-States,1,1
38.0,Self-emp-inc,,13.0,Married-civ-spouse,Exec-managerial,,White,15024.0,0.0,80.0,United-States,1,1
50.0,Private,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,7688.0,0.0,50.0,United-States,1,1
24.0,Local-gov,Some-college,10.0,Divorced,Handlers-cleaners,Not-in-family,Black,0.0,0.0,50.0,United-States,0,1
37.0,Local-gov,Some-college,10.0,Married-civ-spouse,,Husband,White,0.0,0.0,45.0,United-States,1,1
44.0,Private,Some-college,10.0,Divorced,Machine-op-inspct,Unmarried,White,0.0,,58.0,United-States,1,1
28.0,Private,Some-college,10.0,Married-civ-spouse,Sales,Wife,White,0.0,0.0,40.0,United-States,0,0
42.0,Private,Bachelors,13.0,,Exec-managerial,Husband,White,0.0,0.0,40.0,United-States,1,1
74.0,Private,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,0.0,,9.0,United-States,0,0
38.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,0.0,0.0,,United-States,0,1
44.0,Self-emp-not-inc,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,0.0,0.0,40.0,United-States,0,1
44.0,,11th,7.0,Divorced,,Unmarried,Other,0.0,0.0,,Puerto-Rico,0,0
26.0,Private,HS-grad,9.0,,Machine-op-inspct,Not-in-family,White,,0.0,40.0,United-States,0,1
,Private,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,Black,0.0,0.0,40.0,United-States,0,1
41.0,Private,Assoc-acdm,12.0,Married-civ-spouse,Exec-managerial,Wife,White,0.0,0.0,50.0,United-States,1,0
67.0,Private,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,20051.0,0.0,48.0,United-States,1,1
39.0,Local-gov,12th,8.0,Married-civ-spouse,Tech-support,Husband,White,0.0,0.0,50.0,United-States,0,1
57.0,Private,1st-4th,2.0,Widowed,Priv-house-serv,Not-in-family,,0.0,0.0,30.0,United-States,0,0
,Private,Assoc-voc,11.0,Separated,Craft-repair,Not-in-family,White,0.0,0.0,40.0,,0,1
31.0,Self-emp-inc,Bachelors,13.0,Never-married,,Not-in-family,White,,,45.0,United-States,0,0
34.0,,HS-grad,9.0,Never-married,,Unmarried,,0.0,0.0,40.0,United-States,0,0
44.0,,Some-college,,Married-civ-spouse,Transport-moving,Husband,White,0.0,0.0,40.0,United-States,0,1
29.0,Private,Doctorate,16.0,Never-married,Prof-specialty,,White,0.0,0.0,40.0,United-States,0,1
30.0,Private,Some-college,10.0,Never-married,Handlers-cleaners,Unmarried,White,0.0,,40.0,United-States,0,0
27.0,Private,HS-grad,9.0,,Transport-moving,Not-in-family,White,0.0,0.0,40.0,United-States,0,1
27.0,,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,0.0,0.0,50.0,United-States,0,1
32.0,Private,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,White,0.0,0.0,45.0,United-States,0,0
58.0,Private,10th,6.0,,Other-service,Wife,,0.0,0.0,8.0,United-States,0,0
35.0,Local-gov,Some-college,,Married-civ-spouse,Protective-serv,Husband,White,0.0,0.0,40.0,United-States,0,1
21.0,Private,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,0.0,0.0,36.0,,0,1
28.0,Private,Some-college,,Never-married,Craft-repair,Unmarried,White,0.0,0.0,40.0,United-States,0,1
46.0,Self-emp-not-inc,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,0.0,0.0,50.0,United-States,0,1
36.0,Self-emp-not-inc,HS-grad,9.0,Separated,Other-service,Unmarried,White,0.0,0.0,40.0,,0,0
72.0,,11th,7.0,Widowed,Adm-clerical,Unmarried,White,0.0,,40.0,,0,0
35.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Wife,Black,0.0,0.0,40.0,United-States,0,0
33.0,Federal-gov,Assoc-voc,11.0,Divorced,Craft-repair,Unmarried,Black,0.0,0.0,40.0,United-States,1,0
,Private,11th,7.0,Never-married,Machine-op-inspct,Not-in-family,White,,0.0,40.0,United-States,0,0
,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,0.0,0.0,40.0,United-States,0,1
,,HS-grad,9.0,Separated,Adm-clerical,Unmarried,White,0.0,0.0,20.0,,0,0
34.0,Private,HS-grad,9.0,Married-civ-spouse,Tech-support,Wife,,0.0,0.0,32.0,United-States,0,0
30.0,Private,11th,7.0,Married-civ-spouse,Other-service,Husband,White,0.0,0.0,40.0,Mexico,0,1
28.0,Private,Bachelors,,Never-married,Transport-moving,Not-in-family,,0.0,0.0,55.0,United-States,0,1
54.0,,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,0.0,0.0,35.0,United-States,1,1
47.0,Private,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,0.0,0.0,50.0,United-States,1,1
24.0,Private,HS-grad,9.0,Never-married,Handlers-cleaners,Unmarried,Black,0.0,0.0,,United-States,0,0
52.0,Self-emp-not-inc,Bachelors,,Married-civ-spouse,Prof-specialty,Husband,White,0.0,0.0,60.0,United-States,1,1
20.0,Private,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,0.0,0.0,,United-States,0,1
43.0,Self-emp-inc,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,5013.0,0.0,45.0,United-States,0,1
45.0,Private,7th-8th,4.0,,Other-service,,White,0.0,0.0,40.0,Mexico,0,0
,,HS-grad,9.0,Separated,Craft-repair,,White,0.0,0.0,35.0,United-States,0,1
47.0,Private,Masters,14.0,Divorced,Exec-managerial,Unmarried,White,0.0,0.0,,United-States,0,1
24.0,Private,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,0.0,0.0,,United-States,0,1
51.0,Private,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,0.0,0.0,40.0,United-States,0,1
17.0,Private,11th,7.0,Never-married,Sales,Own-child,White,0.0,0.0,12.0,United-States,0,1
37.0,Private,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,0.0,1977.0,,United-States,1,1
27.0,Private,Doctorate,16.0,Never-married,Prof-specialty,Not-in-family,White,0.0,0.0,70.0,United-States,0,0
29.0,Private,Bachelors,13.0,,Exec-managerial,Wife,,0.0,,,United-States,1,1
18.0,,12th,8.0,Never-married,,Own-child,White,0.0,0.0,25.0,United-States,0,1
36.0,Self-emp-not-inc,Assoc-acdm,12.0,Divorced,,Unmarried,White,,0.0,35.0,United-States,0,0
58.0,Local-gov,Bachelors,13.0,Never-married,,Not-in-family,White,0.0,0.0,40.0,United-States,0,0
26.0,Self-emp-not-inc,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,0.0,0.0,45.0,United-States,0,1
65.0,,Some-college,10.0,Married-civ-spouse,,Husband,White,0.0,0.0,30.0,United-States,1,1
57.0,Private,HS-grad,9.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,40.0,United-States,1,1
59.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,0.0,0.0,40.0,United-States,0,1
27.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,0.0,0.0,40.0,,0,1
31.0,Self-emp-not-inc,Bachelors,13.0,Never-married,Tech-support,Not-in-family,White,0.0,0.0,40.0,United-States,0,1
21.0,,Some-college,10.0,Never-married,Sales,Own-child,White,0.0,0.0,24.0,United-States,0,0
29.0,Private,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,0.0,,60.0,United-States,0,1
18.0,Private,11th,7.0,Never-married,Other-service,Own-child,White,0.0,,40.0,,0,1
52.0,Private,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,0.0,1887.0,47.0,United-States,1,1
57.0,Self-emp-inc,,13.0,Divorced,Prof-specialty,Not-in-family,White,0.0,0.0,80.0,United-States,0,1
42.0,,HS-grad,9.0,,,Husband,White,0.0,0.0,40.0,United-States,0,1
55.0,,HS-grad,9.0,Married-civ-spouse,,Wife,Asian-Pac-Islander,0.0,0.0,40.0,United-States,0,0
60.0,Private,7th-8th,4.0,Never-married,,Not-in-family,White,0.0,0.0,,United-States,1,1
,Private,Bachelors,13.0,,Prof-specialty,Husband,,7688.0,0.0,40.0,,1,1
,Private,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,0.0,0.0,40.0,United-States,0,0
27.0,Private,HS-grad,9.0,Never-married,Sales,Own-child,White,0.0,0.0,40.0,United-States,0,1
23.0,,Some-college,10.0,Never-married,,Unmarried,Amer-Indian-Eskimo,0.0,0.0,25.0,United-States,0,0
42.0,,,15.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,1902.0,50.0,United-States,1,1
25.0,Private,Some-college,10.0,Never-married,Tech-support,,White,2174.0,0.0,40.0,United-States,0,1
49.0,Private,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,0.0,0.0,,United-States,0,0
32.0,Private,Bachelors,13.0,Never-married,Tech-support,Not-in-family,White,0.0,0.0,40.0,United-States,0,1
19.0,Private,Some-college,10.0,Never-married,Adm-clerical,,White,0.0,,28.0,United-States,0,1
60.0,Private,7th-8th,4.0,Divorced,Other-service,Not-in-family,White,0.0,0.0,40.0,United-States,0,0
42.0,Local-gov,9th,5.0,Married-civ-spouse,Other-service,Husband,White,0.0,0.0,40.0,United-States,0,1
,Self-emp-not-inc,Assoc-acdm,12.0,Never-married,Farming-fishing,Not-in-family,,,0.0,,United-States,0,1
48.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Unmarried,Black,0.0,0.0,37.0,United-States,0,0
51.0,Private,Masters,14.0,Married-civ-spouse,Craft-repair,Husband,White,0.0,0.0,40.0,United-States,1,1
29.0,Private,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,0.0,0.0,40.0,,0,1
36.0,Local-gov,HS-grad,9.0,Separated,Exec-managerial,Not-in-family,Black,0.0,0.0,40.0,United-States,0,1
17.0,Private,10th,6.0,,Other-service,Own-child,White,0.0,0.0,21.0,United-States,0,0
52.0,Private,Masters,14.0,Divorced,Prof-specialty,Not-in-family,,6849.0,0.0,60.0,United-States,0,0
24.0,Private,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,0.0,0.0,,United-States,0,1
24.0,Private,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,0.0,0.0,50.0,United-States,0,1
26.0,Local-gov,Bachelors,13.0,Never-married,Prof-specialty,Own-child,,1055.0,0.0,,United-States,0,1
,Private,Bachelors,,Never-married,Other-service,,White,0.0,0.0,20.0,United-States,0,0
,Private,HS-grad,,Never-married,Handlers-cleaners,Own-child,White,0.0,0.0,60.0,United-States,0,1
30.0,Private,HS-grad,,Married-civ-spouse,Transport-moving,Husband,Black,0.0,0.0,45.0,United-States,0,1
,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,0.0,0.0,32.0,,0,1
,Self-emp-inc,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,0.0,0.0,55.0,United-States,0,1
46.0,,Prof-school,,Married-civ-spouse,Prof-specialty,Husband,White,15024.0,0.0,45.0,United-States,1,1
23.0,,Bachelors,13.0,,Sales,Own-child,White,,,20.0,United-States,0,0
45.0,Private,11th,7.0,Widowed,Other-service,Not-in-family,Black,0.0,0.0,20.0,,0,0
65.0,Private,9th,,Widowed,Priv-house-serv,Unmarried,Black,0.0,,24.0,United-States,0,0
29.0,Private,,11.0,Married-civ-spouse,Transport-moving,Husband,White,0.0,0.0,55.0,United-States,0,1
47.0,Private,9th,5.0,Married-spouse-absent,Handlers-cleaners,,White,,0.0,40.0,El-Salvador,0,1
30.0,Private,HS-grad,9.0,Never-married,Farming-fishing,Own-child,Black,0.0,0.0,60.0,United-States,0,1
34.0,Private,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,0.0,0.0,45.0,United-States,1,1
38.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,0.0,0.0,64.0,United-States,0,1
33.0,,Some-college,,Married-civ-spouse,Exec-managerial,Husband,White,0.0,,40.0,United-States,1,1
49.0,Private,Bachelors,13.0,,,Husband,White,0.0,0.0,26.0,United-States,1,1
47.0,Self-emp-not-inc,,10.0,,Other-service,Unmarried,Black,0.0,0.0,40.0,United-States,0,0
49.0,Local-gov,,6.0,Separated,Other-service,Unmarried,Black,,0.0,40.0,United-States,0,0
,Private,Some-college,10.0,Married-civ-spouse,,Husband,White,,0.0,60.0,United-States,1,1
30.0,Private,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Wife,Black,0.0,0.0,,,1,0
58.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,0.0,,60.0,United-States,0,1
19.0,Private,HS-grad,9.0,,Other-service,Own-child,White,0.0,0.0,14.0,,0,0
21.0,Private,Bachelors,13.0,,Handlers-cleaners,Not-in-family,,0.0,0.0,40.0,United-States,0,1
33.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,15024.0,0.0,60.0,United-States,1,1
47.0,Self-emp-inc,5th-6th,3.0,Married-civ-spouse,Transport-moving,Husband,White,0.0,0.0,50.0,Cuba,0,1
52.0,Self-emp-not-inc,Doctorate,16.0,,Prof-specialty,Husband,White,0.0,0.0,60.0,United-States,1,1
26.0,Private,HS-grad,9.0,,Craft-repair,Not-in-family,White,0.0,0.0,,United-States,0,1
60.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,,White,0.0,0.0,,,0,1
21.0,Private,Some-college,10.0,,Handlers-cleaners,Own-child,White,0.0,0.0,40.0,United-States,0,1
36.0,Private,Some-college,10.0,Married-civ-spouse,,Husband,White,,0.0,50.0,United-States,1,1
31.0,Private,Some-college,10.0,Married-civ-spouse,,Husband,White,0.0,0.0,45.0,United-States,0,1
50.0,Self-emp-inc,Doctorate,16.0,Separated,Prof-specialty,Not-in-family,White,0.0,0.0,40.0,United-States,1,1
31.0,Local-gov,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,0.0,0.0,40.0,,0,0
71.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,0.0,0.0,15.0,United-States,0,1
58.0,,,9.0,Married-civ-spouse,,Husband,White,0.0,0.0,50.0,United-States,0,1
30.0,State-gov,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,0.0,0.0,40.0,United-States,1,1
20.0,,,10.0,Never-married,Other-service,Own-child,White,,0.0,20.0,United-States,0,1
24.0,Private,HS-grad,9.0,Never-married,Exec-managerial,Other-relative,White,,0.0,50.0,United-States,0,1
35.0,Private,Doctorate,16.0,Married-civ-spouse,,Husband,Asian-Pac-Islander,0.0,0.0,40.0,Taiwan,1,1
38.0,State-gov,Some-college,10.0,Separated,Exec-managerial,,White,0.0,0.0,45.0,United-States,0,0
27.0,Private,HS-grad,9.0,Never-married,Machine-op-inspct,,White,0.0,0.0,32.0,United-States,0,0
29.0,,Some-college,10.0,Never-married,,Unmarried,Asian-Pac-Islander,0.0,0.0,40.0,Philippines,0,0
70.0,,9th,5.0,Widowed,,Unmarried,White,1111.0,0.0,15.0,United-States,0,0
34.0,,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,0.0,0.0,,United-States,0,1
44.0,Private,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,35.0,United-States,0,1
43.0,Private,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,0.0,0.0,40.0,United-States,1,1
,Self-emp-not-inc,12th,8.0,Married-civ-spouse,Handlers-cleaners,,Black,0.0,0.0,40.0,United-States,1,1
35.0,Private,Masters,14.0,Never-married,Sales,,White,0.0,0.0,60.0,United-States,0,1
27.0,Private,Some-college,10.0,,,Not-in-family,White,0.0,0.0,40.0,United-States,0,1
,Local-gov,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,0.0,0.0,38.0,United-States,0,1
20.0,Private,Some-college,10.0,Never-married,Sales,Not-in-family,White,0.0,0.0,25.0,United-States,0,0
,Private,Assoc-acdm,12.0,Divorced,Prof-specialty,Unmarried,White,,0.0,40.0,United-States,1,0
27.0,State-gov,Some-college,10.0,Married-civ-spouse,,Husband,,3411.0,0.0,40.0,United-States,0,1
42.0,Private,HS-grad,,Married-civ-spouse,Craft-repair,Husband,Black,0.0,0.0,40.0,United-States,1,1
20.0,,11th,7.0,Married-spouse-absent,,Own-child,Asian-Pac-Islander,0.0,1762.0,,South,0,0
24.0,Private,9th,5.0,Never-married,Machine-op-inspct,Not-in-family,White,0.0,1721.0,40.0,United-States,0,1
48.0,Federal-gov,,,Divorced,Exec-managerial,Not-in-family,White,0.0,0.0,40.0,,0,1
17.0,,11th,7.0,Never-married,,Own-child,White,,0.0,20.0,United-States,0,0
17.0,,11th,7.0,Never-married,Farming-fishing,,White,0.0,0.0,10.0,United-States,0,1
33.0,Private,,13.0,Married-civ-spouse,,Husband,White,0.0,0.0,40.0,United-States,1,1
50.0,Self-emp-inc,HS-grad,9.0,Married-civ-spouse,Sales,,White,0.0,0.0,50.0,United-States,1,1
22.0,Private,HS-grad,9.0,Never-married,Sales,Own-child,White,2597.0,0.0,,United-States,0,0
17.0,Private,12th,8.0,Never-married,Other-service,Own-child,White,,,16.0,United-States,0,1
32.0,Private,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,0.0,0.0,40.0,Mexico,0,1
,Private,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,0.0,0.0,45.0,United-States,0,1
58.0,Self-emp-not-inc,HS-grad,9.0,Widowed,Exec-managerial,Not-in-family,White,0.0,0.0,50.0,United-States,0,1
29.0,Local-gov,HS-grad,9.0,Never-married,Protective-serv,Own-child,,0.0,0.0,48.0,United-States,0,1
37.0,Private,Assoc-voc,,Married-civ-spouse,Craft-repair,Husband,White,0.0,0.0,,Portugal,1,1
,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,0.0,0.0,40.0,United-States,1,1
23.0,,Some-college,10.0,Separated,Exec-managerial,Unmarried,Black,0.0,0.0,,,0,1
18.0,State-gov,,7.0,Never-married,Adm-clerical,Own-child,White,0.0,,,United-States,0,0
34.0,Private,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,White,0.0,0.0,40.0,,0,0
66.0,,7th-8th,4.0,Never-married,,Not-in-family,,0.0,0.0,4.0,United-States,0,1
45.0,,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,0.0,0.0,55.0,United-States,0,0
41.0,Private,Masters,14.0,Never-married,Exec-managerial,Not-in-family,White,0.0,0.0,35.0,Dominican-Republic,0,1
26.0,Private,HS-grad,9.0,Never-married,Other-service,Other-relative,,0.0,0.0,30.0,United-States,0,1
54.0,Local-gov,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,0.0,0.0,40.0,United-States,0,1
24.0,Private,Some-college,10.0,Never-married,Machine-op-inspct,Own-child,Black,0.0,0.0,45.0,United-States,0,0
42.0,Private,Some-college,10.0,Married-civ-spouse,,Husband,White,0.0,0.0,50.0,United-States,0,1
20.0,Private,Some-college,10.0,Never-married,Prof-specialty,Own-child,White,0.0,0.0,,United-States,0,1
23.0,State-gov,Bachelors,,Never-married,Tech-support,Not-in-family,White,0.0,0.0,20.0,United-States,0,0
25.0,,Assoc-acdm,12.0,Never-married,,Other-relative,White,0.0,,45.0,United-States,0,1
35.0,Private,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,0.0,0.0,60.0,United-States,1,1
31.0,Private,Masters,,Married-civ-spouse,Tech-support,Husband,White,0.0,1902.0,40.0,United-States,1,1
30.0,,,13.0,Never-married,Prof-specialty,Own-child,White,0.0,0.0,40.0,Poland,0,0
19.0,Private,HS-grad,9.0,,,Own-child,White,,0.0,20.0,United-States,0,0
,,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,0.0,0.0,50.0,United-States,0,1
31.0,Private,Bachelors,13.0,Widowed,Sales,Unmarried,White,0.0,1380.0,40.0,,0,0
21.0,,Some-college,10.0,,,Own-child,White,0.0,0.0,30.0,United-States,0,1
31.0,Self-emp-not-inc,Some-college,10.0,Married-civ-spouse,Craft-repair,,White,0.0,0.0,40.0,United-States,0,1
46.0,Private,Doctorate,16.0,Divorced,Prof-specialty,Unmarried,White,25236.0,,,United-States,1,0
44.0,Private,Bachelors,13.0,Divorced,Exec-managerial,Own-child,White,0.0,0.0,50.0,United-States,1,0
40.0,Private,12th,,Married-civ-spouse,Other-service,Husband,Black,0.0,0.0,40.0,Jamaica,0,1
45.0,Private,Some-college,10.0,Never-married,Sales,Not-in-family,Black,0.0,0.0,40.0,United-States,0,1
60.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,0.0,0.0,35.0,United-States,0,1
,Private,11th,7.0,Never-married,Other-service,Other-relative,White,0.0,0.0,25.0,United-States,0,1
28.0,Private,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,40.0,United-States,0,1
36.0,Private,,10.0,,Adm-clerical,Unmarried,Black,,0.0,40.0,United-States,0,0
36.0,Private,Bachelors,13.0,Separated,,Not-in-family,White,0.0,0.0,40.0,,0,1
40.0,Private,Assoc-voc,11.0,Married-civ-spouse,Tech-support,Husband,White,4386.0,0.0,40.0,United-States,0,1
36.0,,Bachelors,13.0,Divorced,Adm-clerical,Unmarried,White,,0.0,,Honduras,0,0
31.0,Private,HS-grad,9.0,Separated,Other-service,Unmarried,Black,0.0,0.0,,United-States,0,0
33.0,Private,HS-grad,9.0,Married-civ-spouse,,Husband,White,0.0,0.0,40.0,United-States,0,1
19.0,State-gov,HS-grad,9.0,Never-married,Tech-support,Own-child,White,0.0,0.0,40.0,United-States,0,0
22.0,Private,Some-college,10.0,Never-married,Sales,Own-child,White,0.0,,15.0,United-States,0,0
34.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,0.0,0.0,45.0,,1,1
33.0,Private,HS-grad,9.0,Never-married,Other-service,,White,0.0,,40.0,United-States,0,1
41.0,Private,,,,Craft-repair,Husband,White,0.0,2051.0,,United-States,0,1
29.0,Private,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,4650.0,0.0,40.0,,0,1
50.0,,,9.0,Married-civ-spouse,Exec-managerial,Husband,White,0.0,0.0,42.0,United-States,1,1
42.0,,Bachelors,,,Exec-managerial,Husband,White,7298.0,0.0,45.0,United-States,1,1
43.0,Private,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,0.0,0.0,40.0,,1,1
,Private,HS-grad,9.0,Married-civ-spouse,Sales,Wife,White,0.0,0.0,40.0,United-States,0,0
20.0,Private,Some-college,10.0,Never-married,,,White,0.0,0.0,20.0,United-States,0,0
31.0,Private,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,0.0,,40.0,,0,1
65.0,Self-emp-not-inc,11th,7.0,Married-civ-spouse,Exec-managerial,Husband,White,9386.0,0.0,59.0,,1,1
23.0,Private,,,Never-married,Other-service,Not-in-family,White,0.0,0.0,24.0,United-States,0,0
55.0,,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,0.0,0.0,40.0,United-States,0,0
26.0,Private,Assoc-voc,11.0,Married-civ-spouse,Adm-clerical,Husband,White,0.0,2377.0,45.0,United-States,0,1
25.0,Private,Assoc-voc,11.0,,Other-service,Own-child,White,,0.0,15.0,United-States,0,0
45.0,,,10.0,Married-civ-spouse,,Wife,Black,0.0,0.0,40.0,,0,0
35.0,Private,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,2407.0,0.0,40.0,United-States,0,1
36.0,Private,Some-college,10.0,Never-married,Sales,Not-in-family,Black,0.0,,36.0,United-States,0,0
,State-gov,Bachelors,,Married-civ-spouse,Prof-specialty,Husband,White,0.0,0.0,50.0,,0,1
56.0,Private,HS-grad,9.0,,Other-service,Unmarried,Black,594.0,0.0,20.0,,0,0
42.0,Private,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,0.0,0.0,40.0,United-States,1,1
19.0,Private,Some-college,10.0,Never-married,Other-service,,White,0.0,0.0,25.0,United-States,0,0
55.0,Self-emp-not-inc,HS-grad,9.0,,Transport-moving,Husband,White,0.0,0.0,72.0,United-States,0,1
42.0,Private,Masters,14.0,Never-married,Exec-managerial,Not-in-family,White,,,50.0,United-States,1,0
26.0,Private,Assoc-voc,11.0,Never-married,Tech-support,Own-child,White,0.0,0.0,40.0,United-States,0,1
,Private,12th,8.0,Never-married,Handlers-cleaners,Own-child,White,0.0,0.0,20.0,,0,1
42.0,Local-gov,Bachelors,13.0,,Prof-specialty,Wife,White,0.0,0.0,40.0,United-States,1,0
55.0,Private,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,7688.0,0.0,40.0,United-States,1,1
32.0,Private,Some-college,,Never-married,Adm-clerical,Own-child,,0.0,,40.0,United-States,0,0
29.0,Private,11th,7.0,Never-married,Craft-repair,Own-child,Black,0.0,0.0,40.0,Haiti,0,1
46.0,State-gov,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,0.0,,37.0,United-States,0,1
29.0,State-gov,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,,0.0,40.0,United-States,1,1
22.0,Private,Bachelors,13.0,Never-married,Prof-specialty,Unmarried,White,,0.0,20.0,United-States,0,1
58.0,Self-emp-not-inc,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,0.0,0.0,40.0,United-States,0,1
23.0,Private,HS-grad,9.0,Never-married,Transport-moving,Unmarried,White,0.0,0.0,50.0,United-States,0,1
39.0,,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,White,0.0,0.0,40.0,United-States,0,1
27.0,Private,Assoc-voc,11.0,Never-married,,Own-child,White,0.0,0.0,38.0,United-States,0,1
